booking_id,passenger_id,flight_id,booking_date,status,seat_number,status_valid
B1778,P1383,6E161,2025-08-01 11:37:36.952,CONFIRMED,10D,True
B1779,P1689,6E153,2026-02-01 11:37:36.952,PENDING,22B,True
B1780,P1588,6E225,2026-02-10 11:37:36.952,PENDING,11B,True
B1781,P1699,AI191,2026-02-09 11:37:36.952,PENDING,18C,True
B1782,P1506,AI218,2025-08-18 11:37:36.952,CONFIRMED,25F,True
B1783,P1991,6E267,2025-09-28 11:37:36.952,PENDING,25D,True
B1784,P1526,UK125,2025-08-20 11:37:36.952,CANCELLED,1B,True
B1785,P1803,6E208,2025-08-19 11:37:36.952,PENDING,1B,True
B1786,P1830,6E119,2026-02-12 11:37:36.952,CANCELLED,26B,True
B1787,P1324,AI063,2025-07-11 11:37:36.952,CONFIRMED,1E,True
B1788,P1213,UK016,2025-06-05 11:37:36.952,CANCELLED,2B,True
B1789,P1207,6E048,2026-01-13 11:37:36.952,CANCELLED,30F,True
B1790,P1168,6E266,2025-04-23 11:37:36.952,CANCELLED,28A,True
B1791,P1329,AI167,2026-02-24 11:37:36.952,CONFIRMED,3C,True
B1792,P1279,6E165,2026-01-17 11:37:36.952,CONFIRMED,8E,True
B1793,P1977,SJ104,2025-11-25 11:37:36.952,CONFIRMED,14C,True
B1794,P1304,UK160,2025-06-26 11:37:36.952,CONFIRMED,8D,True
B1795,P1145,UK160,2026-03-21 11:37:36.952,PENDING,9C,True
B1796,P1774,SJ230,2025-11-28 11:37:36.952,CONFIRMED,9B,True
B1797,P1515,AI042,2025-06-03 11:37:36.952,CANCELLED,1A,True
B1798,P1089,UK197,2025-05-16 11:37:36.952,CONFIRMED,23E,True
B1799,P1452,AI107,2026-02-05 11:37:36.952,PENDING,16E,True
B1800,P1059,SJ128,2025-08-22 11:37:36.952,PENDING,7F,True
B1801,P1310,6E121,2026-04-14 11:37:36.952,PENDING,34F,True
B1803,P1226,SJ137,2026-02-21 11:37:36.952,CONFIRMED,24F,True
B1804,P1473,AI232,2025-11-12 11:37:36.952,CONFIRMED,1F,True
B1805,P1977,SJ113,2025-10-26 11:37:36.952,CONFIRMED,14B,True
B1806,P1540,AI117,2025-08-02 11:37:36.952,CANCELLED,17A,True
B1807,P1662,6E185,2025-06-28 11:37:36.952,CANCELLED,12C,True
B1808,P1756,AI194,2026-01-26 11:37:36.952,PENDING,3B,True
B1809,P1781,UK045,2026-04-09 11:37:36.952,PENDING,13B,True
B1810,P1078,6E228,2026-03-20 11:37:36.952,CONFIRMED,34B,True
B1811,P1432,SJ190,2026-04-04 11:37:36.952,CANCELLED,25A,True
B1812,P1800,AI156,2026-01-06 11:37:36.952,CANCELLED,8A,True
B1814,P1788,UK033,2025-06-22 11:37:36.952,CONFIRMED,26C,True
B1815,P1400,UK137,2025-05-01 11:37:36.952,PENDING,3C,True
B1816,P1278,UK214,2025-06-21 11:37:36.952,PENDING,20F,True
B1817,P1056,6E033,2025-06-07 11:37:36.952,PENDING,28D,True
B1818,P1976,AI114,2025-11-07 11:37:36.952,CONFIRMED,26B,True
B1819,P1185,AI017,2026-01-19 11:37:36.952,CONFIRMED,21E,True
B1820,P1397,6E244,2025-12-01 11:37:36.952,PENDING,18E,True
B1821,P1604,6E160,2025-11-27 11:37:36.952,PENDING,1C,True
B1822,P1787,6E088,2026-01-05 11:37:36.952,CANCELLED,17D,True
B1823,P1157,6E155,2025-11-26 11:37:36.952,CANCELLED,19E,True
B1824,P1786,AI095,2026-04-15 11:37:36.952,PENDING,9B,True
B1825,P1692,6E139,2025-05-17 11:37:36.952,PENDING,5E,True
B1826,P1358,6E101,2025-07-11 11:37:36.952,CANCELLED,19A,True
B1827,P1439,AI054,2025-06-23 11:37:36.952,PENDING,20D,True
B1828,P1588,SJ094,2025-05-18 11:37:36.952,CANCELLED,25B,True
B1829,P1465,6E217,2026-01-15 11:37:36.952,CANCELLED,4E,True
B1830,P1662,6E100,2026-04-15 11:37:36.952,CANCELLED,23C,True
B1831,P1445,6E081,2026-02-05 11:37:36.952,CONFIRMED,21C,True
B1832,P1749,SJ156,2025-06-17 11:37:36.952,CONFIRMED,4D,True
B1833,P1800,6E060,2025-06-07 11:37:36.952,PENDING,27D,True
B1834,P1742,UK129,2025-08-14 11:37:36.952,CANCELLED,33E,True
B1835,P1487,UK032,2026-02-07 11:37:36.952,CONFIRMED,2E,True
B1836,P1529,AI166,2025-09-23 11:37:36.952,PENDING,13A,True
B1837,P1072,SJ056,2025-10-31 11:37:36.952,PENDING,22F,True
B1838,P1928,SJ101,2025-06-12 11:37:36.952,PENDING,18F,True
B1839,P1927,SJ065,2025-05-09 11:37:36.952,PENDING,9C,True
B1840,P1700,SJ100,2025-04-19 11:37:36.952,PENDING,34A,True
B1841,P1949,UK011,2025-10-24 11:37:36.952,CANCELLED,1E,True
B1842,P1016,6E062,2026-02-17 11:37:36.952,PENDING,3B,True
B1843,P1530,SJ176,2025-08-15 11:37:36.952,CANCELLED,23E,True
B1844,P1730,6E120,2025-11-26 11:37:36.952,CONFIRMED,3B,True
B1845,P1325,AI121,2026-03-05 11:37:36.952,PENDING,24A,True
B1846,P1994,UK072,2025-08-30 11:37:36.952,CONFIRMED,34F,True
B1847,P1631,AI006,2026-04-06 11:37:36.952,CANCELLED,11B,True
B1848,P1612,SJ231,2025-05-19 11:37:36.952,CANCELLED,30D,True
B1850,P1595,6E110,2025-04-21 11:37:36.952,PENDING,33B,True
B1851,P1920,6E231,2025-11-26 11:37:36.952,PENDING,2D,True
B1852,P1707,6E095,2025-08-09 11:37:36.952,CONFIRMED,33E,True
B1853,P1841,UK054,2025-05-05 11:37:36.952,CONFIRMED,18F,True
B1854,P1201,SJ123,2025-08-10 11:37:36.952,CONFIRMED,29D,True
B1855,P1343,6E006,2026-01-04 11:37:36.952,PENDING,3D,True
B1856,P1852,UK226,2025-05-04 11:37:36.952,PENDING,4E,True
B1857,P1522,AI065,2026-03-07 11:37:36.952,PENDING,17E,True
B1859,P1399,AI195,2025-11-11 11:37:36.952,PENDING,7B,True
B1861,P1444,AI125,2025-10-15 11:37:36.952,CONFIRMED,25E,True
B1862,P1764,AI089,2025-10-05 11:37:36.952,PENDING,21A,True
B1863,P1221,UK019,2026-02-12 11:37:36.952,CONFIRMED,22C,True
B1864,P1382,UK078,2025-09-27 11:37:36.952,CANCELLED,22C,True
B1865,P1880,SJ009,2025-07-28 11:37:36.952,CANCELLED,15E,True
B1866,P1591,UK178,2026-01-28 11:37:36.952,CONFIRMED,7A,True
B1867,P1006,UK018,2025-11-23 11:37:36.952,CONFIRMED,13D,True
B1868,P1271,SJ059,2026-04-10 11:37:36.952,CANCELLED,29E,True
B1869,P1738,UK108,2026-02-04 11:37:36.952,CONFIRMED,19C,True
B1870,P1015,6E045,2025-04-25 11:37:36.952,CANCELLED,5D,True
B1871,P1423,AI144,2025-10-04 11:37:36.952,CANCELLED,23E,True
B1872,P1523,AI244,2025-07-09 11:37:36.952,PENDING,26E,True
B1873,P1802,6E265,2025-04-25 11:37:36.952,CONFIRMED,11B,True
B1874,P1752,6E108,2026-01-26 11:37:36.952,CONFIRMED,16E,True
B1875,P1020,6E069,2025-06-17 11:37:36.952,PENDING,17D,True
B1876,P1689,6E072,2025-06-14 11:37:36.952,CANCELLED,18F,True
B1877,P1938,6E096,2025-11-09 11:37:36.952,CONFIRMED,33F,True
B1878,P1227,SJ233,2025-12-31 11:37:36.952,PENDING,31D,True
B1879,P1784,AI203,2025-12-03 11:37:36.952,PENDING,9E,True
B1880,P1287,UK147,2026-03-08 11:37:36.952,CONFIRMED,2E,True
B1881,P1808,UK039,2025-08-26 11:37:36.952,PENDING,8E,True
B1882,P1133,6E216,2025-10-17 11:37:36.952,CANCELLED,18B,True
B1883,P1983,AI214,2025-11-17 11:37:36.952,PENDING,5B,True
B1884,P1282,UK025,2025-08-31 11:37:36.952,CANCELLED,31D,True
B1885,P1403,UK053,2025-08-10 11:37:36.952,CANCELLED,11B,True
B1887,P1065,6E247,2026-03-09 11:37:36.952,PENDING,23F,True
B1888,P1648,6E159,2025-12-25 11:37:36.952,CANCELLED,25C,True
B1889,P1603,UK086,2026-02-24 11:37:36.952,CANCELLED,22C,True
B1890,P1436,6E102,2025-08-30 11:37:36.952,PENDING,12E,True
B1891,P1828,UK186,2026-01-26 11:37:36.952,CANCELLED,18D,True
B1892,P1933,6E032,2025-08-24 11:37:36.952,PENDING,17F,True
B1893,P1258,6E186,2025-08-02 11:37:36.952,CONFIRMED,19A,True
B1894,P1979,6E106,2026-02-24 11:37:36.952,CANCELLED,4F,True
B1895,P1965,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,True
B1896,P1102,AI157,2025-11-30 11:37:36.952,PENDING,11F,True
B1897,P1992,6E054,2025-11-01 11:37:36.952,PENDING,26F,True
B1898,P1566,AI187,2025-10-03 11:37:36.952,PENDING,10D,True
B1899,P1768,SJ124,2025-09-28 11:37:36.952,PENDING,4B,True
B1900,P1100,SJ223,2025-10-06 11:37:36.952,CANCELLED,11C,True
B1901,P1197,UK103,2025-04-25 11:37:36.952,CONFIRMED,21A,True
B1902,P1812,SJ157,2026-02-08 11:37:36.952,CONFIRMED,14F,True
B1903,P1225,6E242,2025-11-06 11:37:36.952,CONFIRMED,9B,True
B1904,P1942,UK213,2025-07-01 11:37:36.952,CONFIRMED,8B,True
B1905,P1462,SJ120,2026-02-13 11:37:36.952,PENDING,24B,True
B1906,P1236,AI035,2025-08-11 11:37:36.952,CANCELLED,22B,True
B1907,P1025,6E147,2026-01-14 11:37:36.952,CANCELLED,1B,True
B1908,P1120,SJ229,2025-08-09 11:37:36.952,CANCELLED,23B,True
B1909,P1909,AI230,2025-11-14 11:37:36.952,PENDING,31B,True
B1910,P1505,UK162,2025-06-10 11:37:36.952,CANCELLED,5C,True
B1911,P1181,AI066,2025-05-29 11:37:36.952,PENDING,27C,True
B1912,P1710,6E205,2025-09-09 11:37:36.952,CANCELLED,19D,True
B1913,P1813,AI124,2025-05-24 11:37:36.952,CONFIRMED,27B,True
B1914,P1766,UK114,2025-10-19 11:37:36.952,PENDING,20A,True
B1915,P1633,AI231,2025-06-03 11:37:36.952,CANCELLED,18B,True
B1916,P1542,AI113,2025-10-30 11:37:36.952,CONFIRMED,7D,True
B1918,P1314,UK180,2025-10-07 11:37:36.952,CONFIRMED,2B,True
B1919,P1990,6E080,2026-03-17 11:37:36.952,PENDING,7C,True
B1920,P1796,SJ095,2025-05-11 11:37:36.952,PENDING,14A,True
B1921,P1617,SJ115,2025-04-24 11:37:36.952,CANCELLED,21F,True
B1922,P1735,AI142,2025-05-14 11:37:36.952,CONFIRMED,7D,True
B1923,P1272,UK169,2025-11-28 11:37:36.952,CANCELLED,33F,True
B1924,P1909,SJ041,2025-05-04 11:37:36.952,CANCELLED,27D,True
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,7D,True
B1926,P1419,AI081,2025-11-27 11:37:36.952,CANCELLED,18F,True
B1927,P1767,AI162,2026-01-28 11:37:36.952,PENDING,27D,True
B1928,P1441,SJ037,2026-01-23 11:37:36.952,CANCELLED,6F,True
B1929,P1495,SJ037,2025-11-05 11:37:36.952,CONFIRMED,6A,True
B1930,P1023,UK080,2025-12-16 11:37:36.952,PENDING,3B,True
B1931,P1108,SJ031,2025-09-26 11:37:36.952,PENDING,16C,True
B1932,P1702,AI199,2025-12-28 11:37:36.952,CANCELLED,4B,True
B1933,P1501,6E082,2025-05-28 11:37:36.952,CANCELLED,7B,True
B1934,P1858,UK217,2026-04-12 11:37:36.952,PENDING,9F,True
B1935,P1024,UK014,2026-04-13 11:37:36.952,CANCELLED,6C,True
B1936,P1186,SJ180,2026-01-11 11:37:36.952,CONFIRMED,14D,True
B1937,P1287,6E268,2026-02-19 11:37:36.952,CANCELLED,16E,True
B1938,P1627,UK205,2026-04-07 11:37:36.952,CANCELLED,19B,True
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,22B,True
B1940,P1877,UK052,2025-06-25 11:37:36.952,CANCELLED,17C,True
B1941,P1913,UK230,2025-06-13 11:37:36.952,CANCELLED,19D,True
B1942,P1036,AI145,2025-07-18 11:37:36.952,CANCELLED,23D,True
B1943,P1793,SJ035,2026-03-13 11:37:36.952,CONFIRMED,7E,True
B1944,P1136,SJ184,2025-07-20 11:37:36.952,CANCELLED,10B,True
B1945,P1507,6E207,2025-11-03 11:37:36.952,CONFIRMED,24A,True
B1946,P1226,UK144,2026-03-30 11:37:36.952,CONFIRMED,15A,True
B1947,P1319,AI126,2025-10-22 11:37:36.952,CONFIRMED,1A,True
B1948,P1839,SJ145,2025-05-19 11:37:36.952,CONFIRMED,10A,True
B1949,P1915,6E040,2025-05-16 11:37:36.952,PENDING,15B,True
B1950,P1181,UK049,2025-06-15 11:37:36.952,CONFIRMED,21B,True
B1951,P1873,UK049,2026-03-18 11:37:36.952,CANCELLED,3F,True
B1952,P1085,AI087,2025-10-18 11:37:36.952,CONFIRMED,2C,True
B1953,P1466,AI152,2025-05-24 11:37:36.952,CANCELLED,19A,True
B1954,P1925,SJ240,2025-11-06 11:37:36.952,CONFIRMED,2A,True
B1955,P1052,AI212,2025-09-14 11:37:36.952,PENDING,22B,True
B1956,P1859,AI064,2025-09-21 11:37:36.952,CONFIRMED,3B,True
B1957,P1866,6E093,2025-06-07 11:37:36.952,CONFIRMED,32E,True
B1958,P1234,AI118,2025-04-28 11:37:36.952,PENDING,29C,True
B1959,P1958,AI172,2025-12-19 11:37:36.952,CONFIRMED,23D,True
B1960,P1778,6E183,2026-01-30 11:37:36.952,CANCELLED,27E,True
B1961,P1798,6E200,2025-07-15 11:37:36.952,CONFIRMED,28A,True
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,18C,True
B1963,P1495,UK030,2026-02-24 11:37:36.952,CONFIRMED,27F,True
B1964,P1998,SJ232,2025-05-21 11:37:36.952,PENDING,18B,True
B1965,P1099,6E090,2026-01-29 11:37:36.952,CONFIRMED,20D,True
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,12B,True
B1967,P1598,AI154,2025-07-03 11:37:36.952,CANCELLED,22C,True
B1968,P1402,6E089,2025-10-11 11:37:36.952,CONFIRMED,2D,True
B1969,P1395,6E218,2026-04-08 11:37:36.952,CONFIRMED,29A,True
B1970,P1526,6E241,2025-11-26 11:37:36.952,CONFIRMED,12B,True
B1971,P1414,6E116,2025-08-20 11:37:36.952,CONFIRMED,2B,True
B1972,P1938,UK199,2025-04-18 11:37:36.952,CANCELLED,19B,True
B1973,P1612,SJ033,2025-04-28 11:37:36.952,CANCELLED,8C,True
B1974,P1676,AI210,2025-08-03 11:37:36.952,PENDING,15B,True
B1976,P1540,AI229,2025-08-27 11:37:36.952,PENDING,16F,True
B1977,P1625,UK005,2026-01-01 11:37:36.952,PENDING,4A,True
B1978,P1618,SJ080,2025-12-07 11:37:36.952,CONFIRMED,12C,True
B1979,P1921,SJ092,2025-12-02 11:37:36.952,CANCELLED,1F,True
B1980,P1363,SJ055,2025-12-04 11:37:36.952,CANCELLED,15A,True
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,19D,True
B1984,P1243,6E198,2025-04-25 11:37:36.952,CONFIRMED,27F,True
B1985,P1387,6E239,2025-09-28 11:37:36.952,CONFIRMED,31F,True
B1986,P1213,SJ177,2025-10-07 11:37:36.952,CONFIRMED,13F,True
B1987,P1817,6E044,2026-03-12 11:37:36.952,CANCELLED,19F,True
B1988,P1165,6E248,2026-02-17 11:37:36.952,PENDING,13A,True
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,14B,True
B1991,P1601,UK091,2026-01-14 11:37:36.952,CANCELLED,22E,True
B1992,P1882,6E215,2025-04-25 11:37:36.952,CONFIRMED,25C,True
B1993,P1842,AI093,2026-03-11 11:37:36.952,CANCELLED,5B,True
B1994,P1923,UK090,2026-03-31 11:37:36.952,CONFIRMED,21D,True
B1995,P1503,SJ005,2025-11-20 11:37:36.952,CANCELLED,11C,True
B1996,P1705,UK106,2025-08-08 11:37:36.952,CANCELLED,27E,True
B1997,P1122,6E223,2025-05-03 11:37:36.952,PENDING,27B,True
B1998,P1647,6E011,2025-10-23 11:37:36.952,CONFIRMED,14C,True
