flight_key,flight_id,airline_key,airline,route_key,date_key,source,destination,route,departure_datetime,arrival_datetime,departure_date,departure_hour,arrival_date,arrival_hour,flight_duration_minutes,flight_duration_hours,is_overnight,duration_anomaly
281,SJ127,3,SpiceJet,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,2026-04-20,1,2026-04-20,3,157.0,2.6166666666666667,0,0
282,AI226,1,Air India,4,20260420,BLR,HYD,BLR → HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,2026-04-20,1,2026-04-20,4,169.0,2.816666666666667,0,0
283,AI216,1,Air India,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,2026-04-20,1,2026-04-20,2,84.0,1.4,0,0
284,6E058,2,IndiGo,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,2026-04-20,1,2026-04-20,3,149.0,2.4833333333333334,0,0
285,SJ207,3,SpiceJet,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,2026-04-20,0,2026-04-20,4,193.0,3.216666666666667,0,0
286,SJ198,3,SpiceJet,12,20260420,CCU,BOM,CCU → BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,2026-04-20,0,2026-04-20,5,281.0,4.683333333333334,0,0
287,SJ108,3,SpiceJet,4,20260420,BLR,HYD,BLR → HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,2026-04-20,0,2026-04-20,3,156.0,2.6,0,0
288,SJ155,3,SpiceJet,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,2026-04-20,0,2026-04-20,5,300.0,5.0,0,0
289,6E193,2,IndiGo,10,20260420,BOM,MAA,BOM → MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,2026-04-20,0,2026-04-20,2,118.0,1.9666666666666666,0,0
290,6E019,2,IndiGo,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,2026-04-20,0,2026-04-20,4,235.0,3.9166666666666665,0,0
291,AI102,1,Air India,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,2026-04-20,0,2026-04-20,5,291.0,4.85,0,0
292,6E166,2,IndiGo,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,2026-04-20,0,2026-04-20,4,270.0,4.5,0,0
293,UK175,4,Vistara,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,2026-04-19,23,2026-04-20,3,202.0,3.3666666666666667,0,0
294,6E010,2,IndiGo,16,20260419,DEL,BLR,DEL → BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,2026-04-19,23,2026-04-20,3,231.0,3.85,0,0
295,AI234,1,Air India,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,2026-04-19,23,2026-04-20,1,104.0,1.7333333333333334,0,0
296,UK135,4,Vistara,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,2026-04-19,23,2026-04-20,1,113.0,1.8833333333333333,0,0
297,6E272,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,2026-04-19,23,2026-04-20,0,47.0,0.7833333333333333,0,0
298,AI061,1,Air India,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,2026-04-19,23,2026-04-20,1,91.0,1.5166666666666666,0,0
299,6E070,2,IndiGo,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,2026-04-19,23,2026-04-20,2,181.0,3.0166666666666666,0,0
300,AI015,1,Air India,2,20260419,BLR,CCU,BLR → CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,2026-04-19,23,2026-04-20,1,114.0,1.9,0,0
301,SJ076,3,SpiceJet,20,20260419,DEL,MAA,DEL → MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,2026-04-19,23,2026-04-20,2,181.0,3.0166666666666666,0,0
302,SJ029,3,SpiceJet,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,2026-04-19,22,2026-04-20,0,87.0,1.45,0,0
303,SJ194,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,2026-04-19,22,2026-04-20,2,225.0,3.75,0,0
304,AI235,1,Air India,4,20260419,BLR,HYD,BLR → HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,2026-04-19,22,2026-04-20,2,207.0,3.45,0,0
305,SJ048,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,2026-04-19,22,2026-04-20,0,96.0,1.6,0,0
306,SJ114,3,SpiceJet,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,2026-04-19,22,2026-04-20,2,200.0,3.3333333333333335,0,0
307,SJ146,3,SpiceJet,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,2026-04-19,22,2026-04-20,0,116.0,1.9333333333333333,0,0
308,UK041,4,Vistara,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,2026-04-19,22,2026-04-19,23,67.0,1.1166666666666667,0,0
309,6E075,2,IndiGo,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,2026-04-19,22,2026-04-20,3,282.0,4.7,0,0
310,SJ020,3,SpiceJet,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,2026-04-19,22,2026-04-20,2,249.0,4.15,0,0
311,SJ099,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,2026-04-19,22,2026-04-20,0,140.0,2.3333333333333335,0,0
312,6E078,2,IndiGo,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,2026-04-19,22,2026-04-19,23,93.0,1.55,0,0
313,UK219,4,Vistara,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,2026-04-19,22,2026-04-20,2,258.0,4.3,0,0
314,UK223,4,Vistara,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,2026-04-19,21,2026-04-19,22,32.0,0.5333333333333333,0,0
315,UK227,4,Vistara,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,2026-04-19,21,2026-04-20,1,230.0,3.8333333333333335,0,0
316,6E260,2,IndiGo,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,2026-04-19,21,2026-04-20,1,203.0,3.3833333333333333,0,0
317,AI096,1,Air India,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,2026-04-19,21,2026-04-20,2,298.0,4.966666666666667,0,0
318,6E022,2,IndiGo,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,2026-04-19,21,2026-04-20,2,259.0,4.316666666666666,0,0
319,6E237,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,2026-04-19,21,2026-04-20,0,183.0,3.05,0,0
320,UK146,4,Vistara,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,2026-04-19,21,2026-04-20,0,148.0,2.466666666666667,0,0
321,SJ015,3,SpiceJet,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,2026-04-19,21,2026-04-19,22,72.0,1.2,0,0
322,AI108,1,Air India,2,20260419,BLR,CCU,BLR → CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,2026-04-19,21,2026-04-20,0,165.0,2.75,0,0
323,UK020,4,Vistara,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,2026-04-19,21,2026-04-19,22,75.0,1.25,0,0
324,6E113,2,IndiGo,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,2026-04-19,21,2026-04-20,1,266.0,4.433333333333334,0,0
325,6E112,2,IndiGo,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,2026-04-19,21,2026-04-19,23,136.0,2.2666666666666666,0,0
326,6E246,2,IndiGo,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,2026-04-19,21,2026-04-19,23,136.0,2.2666666666666666,0,0
327,UK158,4,Vistara,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,2026-04-19,20,2026-04-19,21,33.0,0.55,0,0
328,UK159,4,Vistara,11,20260419,CCU,BLR,CCU → BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,2026-04-19,20,2026-04-19,23,167.0,2.783333333333333,0,0
329,UK084,4,Vistara,29,20260419,MAA,DEL,MAA → DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,2026-04-19,20,2026-04-20,0,216.0,3.6,0,0
330,SJ206,3,SpiceJet,18,20260419,DEL,CCU,DEL → CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,2026-04-19,20,2026-04-20,1,278.0,4.633333333333334,0,0
331,UK044,4,Vistara,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,2026-04-19,20,2026-04-19,23,178.0,2.966666666666667,0,0
332,SJ036,3,SpiceJet,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,2026-04-19,20,2026-04-19,23,210.0,3.5,0,0
333,6E176,2,IndiGo,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,2026-04-19,20,2026-04-19,23,180.0,3.0,0,0
334,6E148,2,IndiGo,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,2026-04-19,20,2026-04-19,22,127.0,2.1166666666666667,0,0
335,6E202,2,IndiGo,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,2026-04-19,20,2026-04-19,23,210.0,3.5,0,0
336,6E071,2,IndiGo,18,20260419,DEL,CCU,DEL → CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,2026-04-19,20,2026-04-20,0,253.0,4.216666666666667,0,0
337,AI105,1,Air India,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,2026-04-19,20,2026-04-19,22,107.0,1.7833333333333334,0,0
338,AI241,1,Air India,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,2026-04-19,20,2026-04-19,22,127.0,2.1166666666666667,0,0
339,SJ162,3,SpiceJet,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,2026-04-19,20,2026-04-19,22,139.0,2.316666666666667,0,0
340,6E003,2,IndiGo,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,2026-04-19,20,2026-04-19,23,187.0,3.1166666666666667,0,0
341,6E249,2,IndiGo,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,2026-04-19,20,2026-04-19,23,187.0,3.1166666666666667,0,0
342,AI237,1,Air India,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,2026-04-19,19,2026-04-19,23,195.0,3.25,0,0
343,SJ134,3,SpiceJet,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,2026-04-19,19,2026-04-20,0,257.0,4.283333333333333,0,0
344,AI071,1,Air India,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,2026-04-19,19,2026-04-19,22,183.0,3.05,0,0
345,6E118,2,IndiGo,14,20260419,CCU,HYD,CCU → HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,2026-04-19,19,2026-04-19,21,69.0,1.15,0,0
346,6E014,2,IndiGo,20,20260419,DEL,MAA,DEL → MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,2026-04-19,19,2026-04-19,23,213.0,3.55,0,0
347,6E065,2,IndiGo,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,2026-04-19,19,2026-04-19,22,163.0,2.716666666666667,0,0
348,6E271,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,2026-04-19,19,2026-04-19,22,199.0,3.316666666666667,0,0
349,SJ070,3,SpiceJet,28,20260419,MAA,CCU,MAA → CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,2026-04-19,18,2026-04-19,20,113.0,1.8833333333333333,0,0
350,6E007,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,2026-04-19,18,2026-04-19,19,59.0,0.9833333333333333,0,0
351,UK007,4,Vistara,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,2026-04-19,18,2026-04-19,21,134.0,2.2333333333333334,0,0
352,SJ192,3,SpiceJet,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,2026-04-19,18,2026-04-19,23,300.0,5.0,1,0
353,AI097,1,Air India,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,2026-04-19,18,2026-04-19,23,292.0,4.866666666666666,0,0
354,6E256,2,IndiGo,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,2026-04-19,18,2026-04-19,19,33.0,0.55,0,0
355,UK047,4,Vistara,4,20260419,BLR,HYD,BLR → HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,2026-04-19,18,2026-04-19,22,245.0,4.083333333333333,0,0
356,AI024,1,Air India,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,2026-04-19,18,2026-04-19,19,67.0,1.1166666666666667,0,0
357,UK113,4,Vistara,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,2026-04-19,18,2026-04-19,22,264.0,4.4,0,0
358,SJ163,3,SpiceJet,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,2026-04-19,18,2026-04-19,23,276.0,4.6,0,0
359,SJ208,3,SpiceJet,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,2026-04-19,18,2026-04-19,19,61.0,1.0166666666666666,0,0
360,SJ221,3,SpiceJet,30,20260419,MAA,HYD,MAA → HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,2026-04-19,18,2026-04-19,23,286.0,4.766666666666667,0,0
361,SJ084,3,SpiceJet,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,2026-04-19,18,2026-04-19,19,59.0,0.9833333333333333,0,0
362,6E127,2,IndiGo,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,2026-04-19,18,2026-04-19,22,241.0,4.016666666666667,0,0
363,AI122,1,Air India,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,2026-04-19,18,2026-04-19,22,251.0,4.183333333333334,0,0
364,AI139,1,Air India,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,2026-04-19,18,2026-04-19,19,61.0,1.0166666666666666,0,0
365,UK149,4,Vistara,29,20260419,MAA,DEL,MAA → DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,2026-04-19,18,2026-04-19,23,286.0,4.766666666666667,0,0
366,AI149,1,Air India,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,2026-04-19,18,2026-04-19,21,197.0,3.283333333333333,0,0
367,SJ243,3,SpiceJet,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,2026-04-19,18,2026-04-19,23,286.0,4.766666666666667,0,0
368,AI053,1,Air India,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,2026-04-19,18,2026-04-19,22,255.0,4.25,0,0
369,UK061,4,Vistara,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,2026-04-19,17,2026-04-19,19,110.0,1.8333333333333333,0,0
370,SJ004,3,SpiceJet,29,20260419,MAA,DEL,MAA → DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,2026-04-19,17,2026-04-19,21,189.0,3.15,0,0
371,AI173,1,Air India,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,2026-04-19,17,2026-04-19,22,291.0,4.85,0,0
372,6E085,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,2026-04-19,17,2026-04-19,19,120.00496666666666,2.0000827777777777,0,0
373,AI252,1,Air India,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,2026-04-19,17,2026-04-19,21,264.0,4.4,0,0
374,SJ109,3,SpiceJet,8,20260419,BOM,DEL,BOM → DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,2026-04-19,17,2026-04-19,20,184.0,3.066666666666667,0,0
375,UK123,4,Vistara,8,20260419,BOM,DEL,BOM → DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,2026-04-19,17,2026-04-19,20,174.0,2.9,0,0
376,6E125,2,IndiGo,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,2026-04-19,17,2026-04-19,21,244.0,4.066666666666666,0,0
377,UK183,4,Vistara,2,20260419,BLR,CCU,BLR → CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,2026-04-19,17,2026-04-19,18,83.0,1.3833333333333333,0,0
378,AI110,1,Air India,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,2026-04-19,17,2026-04-19,22,293.0,4.883333333333334,0,0
379,UK105,4,Vistara,14,20260419,CCU,HYD,CCU → HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,2026-04-19,17,2026-04-19,18,67.0,1.1166666666666667,0,0
380,6E128,2,IndiGo,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,2026-04-19,16,2026-04-19,18,67.0,1.1166666666666667,0,0
381,6E224,2,IndiGo,20,20260419,DEL,MAA,DEL → MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,2026-04-19,16,2026-04-19,18,119.0,1.9833333333333334,0,0
382,SJ130,3,SpiceJet,8,20260419,BOM,DEL,BOM → DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,2026-04-19,16,2026-04-19,20,240.0,4.0,0,0
383,AI224,1,Air India,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,2026-04-19,16,2026-04-19,21,285.0,4.75,0,0
384,SJ182,3,SpiceJet,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,2026-04-19,16,2026-04-19,17,48.0,0.8,0,0
385,UK164,4,Vistara,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,2026-04-19,16,2026-04-19,21,264.0,4.4,0,0
386,AI161,1,Air India,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,2026-04-19,16,2026-04-19,19,180.0,3.0,0,0
387,6E206,2,IndiGo,17,20260419,DEL,BOM,DEL → BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,2026-04-19,16,2026-04-19,20,260.0,4.333333333333333,0,0
388,SJ204,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,2026-04-19,16,2026-04-19,18,101.0,1.6833333333333333,0,0
389,AI206,1,Air India,15,20260419,CCU,MAA,CCU → MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,2026-04-19,16,2026-04-19,20,211.0,3.5166666666666666,0,0
390,6E140,2,IndiGo,14,20260419,CCU,HYD,CCU → HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,2026-04-19,16,2026-04-19,18,111.0,1.85,0,0
391,6E253,2,IndiGo,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,2026-04-19,16,2026-04-19,18,118.0,1.9666666666666666,0,0
392,SJ203,3,SpiceJet,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,2026-04-19,16,2026-04-19,18,125.0,2.0833333333333335,0,0
393,SJ161,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,2026-04-19,16,2026-04-19,17,42.0,0.7,0,0
394,AI098,1,Air India,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,2026-04-19,16,2026-04-19,18,130.0,2.1666666666666665,0,0
395,AI168,1,Air India,18,20260419,DEL,CCU,DEL → CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,2026-04-19,15,2026-04-19,20,270.0,4.5,0,0
396,UK190,4,Vistara,16,20260419,DEL,BLR,DEL → BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,2026-04-19,15,2026-04-19,18,184.0,3.066666666666667,0,0
397,AI085,1,Air India,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,2026-04-19,15,2026-04-19,20,288.0,4.8,0,0
398,AI076,1,Air India,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,2026-04-19,15,2026-04-19,16,35.0,0.5833333333333334,0,0
399,UK130,4,Vistara,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,2026-04-19,15,2026-04-19,19,247.0,4.116666666666666,0,0
400,6E038,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,2026-04-19,15,2026-04-19,19,237.0,3.95,0,0
401,UK110,4,Vistara,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,2026-04-19,15,2026-04-19,20,287.0,4.783333333333333,0,0
402,SJ013,3,SpiceJet,20,20260419,DEL,MAA,DEL → MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,2026-04-19,15,2026-04-19,19,269.0,4.483333333333333,0,0
403,AI039,1,Air India,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,2026-04-19,15,2026-04-19,18,212.0,3.533333333333333,0,0
404,AI248,1,Air India,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,2026-04-19,15,2026-04-19,16,78.0,1.3,0,0
405,6E199,2,IndiGo,20,20260419,DEL,MAA,DEL → MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,2026-04-19,15,2026-04-19,17,137.0,2.283333333333333,0,0
406,AI225,1,Air India,6,20260419,BOM,BLR,BOM → BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,2026-04-19,15,2026-04-19,16,56.0,0.9333333333333333,0,0
407,SJ028,3,SpiceJet,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,2026-04-19,15,2026-04-19,19,268.0,4.466666666666667,0,0
408,SJ012,3,SpiceJet,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,2026-04-19,15,2026-04-19,16,71.0,1.1833333333333333,0,0
409,SJ131,3,SpiceJet,30,20260419,MAA,HYD,MAA → HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,2026-04-19,15,2026-04-19,16,67.0,1.1166666666666667,0,0
410,AI010,1,Air India,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,2026-04-19,15,2026-04-19,19,288.0,4.8,0,0
411,6E020,2,IndiGo,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,2026-04-19,14,2026-04-19,16,105.0,1.75,0,0
412,SJ038,3,SpiceJet,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,2026-04-19,14,2026-04-19,17,169.0,2.816666666666667,0,0
413,UK204,4,Vistara,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,2026-04-19,14,2026-04-19,16,98.0,1.6333333333333333,0,0
414,AI036,1,Air India,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,2026-04-19,14,2026-04-19,16,91.0,1.5166666666666666,0,0
415,AI100,1,Air India,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,2026-04-19,14,2026-04-19,18,220.0,3.6666666666666665,0,0
416,SJ215,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,2026-04-19,14,2026-04-19,16,95.0,1.5833333333333333,0,0
417,UK155,4,Vistara,30,20260419,MAA,HYD,MAA → HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,2026-04-19,14,2026-04-19,18,243.0,4.05,0,0
418,SJ173,3,SpiceJet,14,20260419,CCU,HYD,CCU → HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,2026-04-19,14,2026-04-19,16,102.0,1.7,0,0
419,UK179,4,Vistara,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,2026-04-19,14,2026-04-19,19,290.0,4.833333333333333,0,0
420,UK221,4,Vistara,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,2026-04-19,14,2026-04-19,18,266.0,4.433333333333334,0,0
